"Year","DayOfYear","variable","value","Percentile_90","Temp_Higher","streak","Heatwave","daily_max_temp","station","Temp_Diff"
1977,"08-06","Max_Temp_Year",26.7,26,"Higher",3,"Heatwave",26.7,"YVR",NA
1977,"08-13","Max_Temp_Year",27.3,25.9,"Higher",5,"Heatwave",27.3,"YVR",NA
1977,"08-14","Max_Temp_Year",26,25.8,"Higher",5,"Heatwave",26,"YVR",NA
1977,"08-15","Max_Temp_Year",25.9,25.6,"Higher",5,"Heatwave",25.9,"YVR",NA
1977,"08-16","Max_Temp_Year",28.5,25.6,"Higher",5,"Heatwave",28.5,"YVR",NA
1977,"08-17","Max_Temp_Year",30.5,25.3,"Higher",5,"Heatwave",30.5,"YVR",NA
1978,"06-02","Max_Temp_Year",23,22.2,"Higher",5,"Heatwave",23,"YVR",NA
1978,"06-03","Max_Temp_Year",23.6,22.2,"Higher",5,"Heatwave",23.6,"YVR",NA
1978,"06-04","Max_Temp_Year",24.3,22.3,"Higher",5,"Heatwave",24.3,"YVR",NA
1978,"06-05","Max_Temp_Year",23.8,22.2,"Higher",5,"Heatwave",23.8,"YVR",NA
1978,"06-06","Max_Temp_Year",26.3,22.2,"Higher",5,"Heatwave",26.3,"YVR",NA
1978,"07-20","Max_Temp_Year",26.5,26.1,"Higher",4,"Heatwave",26.5,"YVR",NA
1978,"07-21","Max_Temp_Year",26.6,26.1,"Higher",4,"Heatwave",26.6,"YVR",NA
1978,"07-22","Max_Temp_Year",28.8,26.1,"Higher",4,"Heatwave",28.8,"YVR",NA
1978,"07-23","Max_Temp_Year",28.1,26.31,"Higher",4,"Heatwave",28.1,"YVR",NA
1978,"08-06","Max_Temp_Year",26.7,26,"Higher",4,"Heatwave",26.7,"YVR",NA
1978,"08-07","Max_Temp_Year",28,26,"Higher",4,"Heatwave",28,"YVR",NA
1978,"08-08","Max_Temp_Year",30.1,26,"Higher",4,"Heatwave",30.1,"YVR",NA
1978,"08-09","Max_Temp_Year",27,26,"Higher",4,"Heatwave",27,"YVR",NA
1979,"06-01","Max_Temp_Year",22.4,22.2,"Higher",3,"Heatwave",22.4,"YVR",NA
1979,"06-02","Max_Temp_Year",24.7,22.2,"Higher",3,"Heatwave",24.7,"YVR",NA
1979,"06-03","Max_Temp_Year",23,22.2,"Higher",3,"Heatwave",23,"YVR",NA
1980,"10-03","Max_Temp_Year",23.5,19.26,"Higher",4,"Heatwave",23.5,"YVR",NA
1980,"10-04","Max_Temp_Year",19.9,18.9,"Higher",4,"Heatwave",19.9,"YVR",NA
1980,"10-05","Max_Temp_Year",22.7,18.6,"Higher",4,"Heatwave",22.7,"YVR",NA
1980,"10-06","Max_Temp_Year",20.5,18.3,"Higher",4,"Heatwave",20.5,"YVR",NA
1981,"08-07","Max_Temp_Year",27.3,26,"Higher",5,"Heatwave",27.3,"YVR",NA
1981,"08-08","Max_Temp_Year",26.5,26,"Higher",5,"Heatwave",26.5,"YVR",NA
1981,"08-09","Max_Temp_Year",29.3,26,"Higher",5,"Heatwave",29.3,"YVR",NA
1981,"08-10","Max_Temp_Year",27,26.1,"Higher",5,"Heatwave",27,"YVR",NA
1981,"08-11","Max_Temp_Year",26.2,26.1,"Higher",5,"Heatwave",26.2,"YVR",NA
1982,"06-17","Max_Temp_Year",24.4,23.1,"Higher",5,"Heatwave",24.4,"YVR",NA
1982,"06-18","Max_Temp_Year",26.5,23.3,"Higher",5,"Heatwave",26.5,"YVR",NA
1982,"06-19","Max_Temp_Year",27.9,23.3,"Higher",5,"Heatwave",27.9,"YVR",NA
1982,"06-20","Max_Temp_Year",24.8,23.49,"Higher",5,"Heatwave",24.8,"YVR",NA
1982,"06-21","Max_Temp_Year",24.1,23.9,"Higher",5,"Heatwave",24.1,"YVR",NA
1984,"07-23","Max_Temp_Year",26.8,26.31,"Higher",3,"Heatwave",26.8,"YVR",NA
1984,"07-24","Max_Temp_Year",26.6,26.2,"Higher",3,"Heatwave",26.6,"YVR",NA
1984,"07-25","Max_Temp_Year",26.9,26.16,"Higher",3,"Heatwave",26.9,"YVR",NA
1985,"07-02","Max_Temp_Year",27.5,24.7,"Higher",3,"Heatwave",27.5,"YVR",NA
1985,"07-03","Max_Temp_Year",27.2,24.8,"Higher",3,"Heatwave",27.2,"YVR",NA
1985,"07-04","Max_Temp_Year",26.4,25,"Higher",3,"Heatwave",26.4,"YVR",NA
1985,"07-07","Max_Temp_Year",26.5,25,"Higher",5,"Heatwave",26.5,"YVR",NA
1985,"07-08","Max_Temp_Year",27.5,25,"Higher",5,"Heatwave",27.5,"YVR",NA
1985,"07-09","Max_Temp_Year",28.8,25,"Higher",5,"Heatwave",28.8,"YVR",NA
1985,"07-10","Max_Temp_Year",26.4,25,"Higher",5,"Heatwave",26.4,"YVR",NA
1985,"07-11","Max_Temp_Year",26.4,25.08,"Higher",5,"Heatwave",26.4,"YVR",NA
1985,"07-18","Max_Temp_Year",27.4,26,"Higher",3,"Heatwave",27.4,"YVR",NA
1985,"07-19","Max_Temp_Year",27.9,26,"Higher",3,"Heatwave",27.9,"YVR",NA
1985,"07-20","Max_Temp_Year",28,26.1,"Higher",3,"Heatwave",28,"YVR",NA
1986,"08-26","Max_Temp_Year",25.8,24.38,"Higher",3,"Heatwave",25.8,"YVR",NA
1986,"08-27","Max_Temp_Year",25.5,24.2,"Higher",3,"Heatwave",25.5,"YVR",NA
1986,"08-28","Max_Temp_Year",24.6,24.1,"Higher",3,"Heatwave",24.6,"YVR",NA
1986,"10-24","Max_Temp_Year",19.5,15.17,"Higher",5,"Heatwave",19.5,"YVR",NA
1986,"10-25","Max_Temp_Year",17.5,15,"Higher",5,"Heatwave",17.5,"YVR",NA
1986,"10-26","Max_Temp_Year",15.5,15,"Higher",5,"Heatwave",15.5,"YVR",NA
1986,"10-27","Max_Temp_Year",15.3,15,"Higher",5,"Heatwave",15.3,"YVR",NA
1986,"10-28","Max_Temp_Year",15.7,14.9,"Higher",5,"Heatwave",15.7,"YVR",NA
1987,"08-24","Max_Temp_Year",27,24.5,"Higher",4,"Heatwave",27,"YVR",NA
1987,"08-25","Max_Temp_Year",27.5,24.4,"Higher",4,"Heatwave",27.5,"YVR",NA
1987,"08-26","Max_Temp_Year",25.2,24.38,"Higher",4,"Heatwave",25.2,"YVR",NA
1987,"08-27","Max_Temp_Year",24.4,24.2,"Higher",4,"Heatwave",24.4,"YVR",NA
1987,"08-30","Max_Temp_Year",25.6,24.1,"Higher",3,"Heatwave",25.6,"YVR",NA
1987,"08-31","Max_Temp_Year",26.4,24,"Higher",3,"Heatwave",26.4,"YVR",NA
1987,"09-01","Max_Temp_Year",28.7,24,"Higher",3,"Heatwave",28.7,"YVR",NA
1987,"09-19","Max_Temp_Year",22.6,21.7,"Higher",3,"Heatwave",22.6,"YVR",NA
1987,"09-20","Max_Temp_Year",24.5,21.7,"Higher",3,"Heatwave",24.5,"YVR",NA
1987,"09-21","Max_Temp_Year",22.1,21.4,"Higher",3,"Heatwave",22.1,"YVR",NA
1987,"09-30","Max_Temp_Year",21.2,20,"Higher",4,"Heatwave",21.2,"YVR",NA
1987,"10-01","Max_Temp_Year",21.2,19.6,"Higher",4,"Heatwave",21.2,"YVR",NA
1987,"10-02","Max_Temp_Year",20.4,19.4,"Higher",4,"Heatwave",20.4,"YVR",NA
1987,"10-03","Max_Temp_Year",20.4,19.26,"Higher",4,"Heatwave",20.4,"YVR",NA
1989,"04-28","Max_Temp_Year",18.4,18.1,"Higher",4,"Heatwave",18.4,"YVR",NA
1989,"04-29","Max_Temp_Year",20.1,18.3,"Higher",4,"Heatwave",20.1,"YVR",NA
1989,"04-30","Max_Temp_Year",21.4,18.44,"Higher",4,"Heatwave",21.4,"YVR",NA
1989,"05-01","Max_Temp_Year",19.1,18.73,"Higher",4,"Heatwave",19.1,"YVR",NA
1989,"05-03","Max_Temp_Year",19.2,18.9,"Higher",6,"Heatwave",19.2,"YVR",NA
1989,"05-04","Max_Temp_Year",21.9,19.1,"Higher",6,"Heatwave",21.9,"YVR",NA
1989,"05-05","Max_Temp_Year",19.8,19.35,"Higher",6,"Heatwave",19.8,"YVR",NA
1989,"05-06","Max_Temp_Year",19.5,19.4,"Higher",6,"Heatwave",19.5,"YVR",NA
1989,"05-07","Max_Temp_Year",19.9,19.4,"Higher",6,"Heatwave",19.9,"YVR",NA
1989,"05-08","Max_Temp_Year",20.9,19.8,"Higher",6,"Heatwave",20.9,"YVR",NA
1990,"07-20","Max_Temp_Year",28.5,26.1,"Higher",3,"Heatwave",28.5,"YVR",NA
1990,"07-21","Max_Temp_Year",28.5,26.1,"Higher",3,"Heatwave",28.5,"YVR",NA
1990,"07-22","Max_Temp_Year",29.7,26.1,"Higher",3,"Heatwave",29.7,"YVR",NA
1990,"08-09","Max_Temp_Year",26.8,26,"Higher",4,"Heatwave",26.8,"YVR",NA
1990,"08-10","Max_Temp_Year",28.4,26.1,"Higher",4,"Heatwave",28.4,"YVR",NA
1990,"08-11","Max_Temp_Year",29.4,26.1,"Higher",4,"Heatwave",29.4,"YVR",NA
1990,"08-12","Max_Temp_Year",31.9,26,"Higher",4,"Heatwave",31.9,"YVR",NA
1992,"06-20","Max_Temp_Year",23.9,23.49,"Higher",3,"Heatwave",23.9,"YVR",NA
1992,"06-21","Max_Temp_Year",25.6,23.9,"Higher",3,"Heatwave",25.6,"YVR",NA
1992,"06-22","Max_Temp_Year",25.7,23.9,"Higher",3,"Heatwave",25.7,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"05-24","Max_Temp_Year",23.7,21.7,"Higher",4,"Heatwave",23.7,"YVR",NA
1993,"05-25","Max_Temp_Year",22.6,21.7,"Higher",4,"Heatwave",22.6,"YVR",NA
1993,"05-26","Max_Temp_Year",21.9,21.7,"Higher",4,"Heatwave",21.9,"YVR",NA
1993,"05-27","Max_Temp_Year",24.1,21.8,"Higher",4,"Heatwave",24.1,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"09-07","Max_Temp_Year",25.5,23.3,"Higher",4,"Heatwave",25.5,"YVR",NA
1993,"09-08","Max_Temp_Year",23.8,23.3,"Higher",4,"Heatwave",23.8,"YVR",NA
1993,"09-09","Max_Temp_Year",24.6,23.3,"Higher",4,"Heatwave",24.6,"YVR",NA
1993,"09-10","Max_Temp_Year",23.9,23.2,"Higher",4,"Heatwave",23.9,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"04-16","Max_Temp_Year",16.3,16.2,"Higher",4,"Heatwave",16.3,"YVR",NA
1994,"04-17","Max_Temp_Year",17.5,16.3,"Higher",4,"Heatwave",17.5,"YVR",NA
1994,"04-18","Max_Temp_Year",19.6,16.6,"Higher",4,"Heatwave",19.6,"YVR",NA
1994,"04-19","Max_Temp_Year",17.8,16.7,"Higher",4,"Heatwave",17.8,"YVR",NA
1994,"07-20","Max_Temp_Year",29,26.1,"Higher",5,"Heatwave",29,"YVR",NA
1994,"07-21","Max_Temp_Year",27.4,26.1,"Higher",5,"Heatwave",27.4,"YVR",NA
1994,"07-22","Max_Temp_Year",27.6,26.1,"Higher",5,"Heatwave",27.6,"YVR",NA
1994,"07-23","Max_Temp_Year",27.4,26.31,"Higher",5,"Heatwave",27.4,"YVR",NA
1994,"07-24","Max_Temp_Year",27.8,26.2,"Higher",5,"Heatwave",27.8,"YVR",NA
1995,"05-25","Max_Temp_Year",23,21.7,"Higher",5,"Heatwave",23,"YVR",NA
1995,"05-26","Max_Temp_Year",23.4,21.7,"Higher",5,"Heatwave",23.4,"YVR",NA
1995,"05-27","Max_Temp_Year",22.4,21.8,"Higher",5,"Heatwave",22.4,"YVR",NA
1995,"05-28","Max_Temp_Year",22.7,21.9,"Higher",5,"Heatwave",22.7,"YVR",NA
1995,"05-29","Max_Temp_Year",22.5,22.2,"Higher",5,"Heatwave",22.5,"YVR",NA
1995,"06-27","Max_Temp_Year",25.5,24.4,"Higher",5,"Heatwave",25.5,"YVR",NA
1995,"06-28","Max_Temp_Year",27.5,24.4,"Higher",5,"Heatwave",27.5,"YVR",NA
1995,"06-29","Max_Temp_Year",28.6,24.4,"Higher",5,"Heatwave",28.6,"YVR",NA
1995,"06-30","Max_Temp_Year",27.8,24.5,"Higher",5,"Heatwave",27.8,"YVR",NA
1995,"07-01","Max_Temp_Year",24.6,24.57,"Higher",5,"Heatwave",24.6,"YVR",NA
1995,"09-21","Max_Temp_Year",21.7,21.4,"Higher",4,"Heatwave",21.7,"YVR",NA
1995,"09-22","Max_Temp_Year",21.5,21.1,"Higher",4,"Heatwave",21.5,"YVR",NA
1995,"09-23","Max_Temp_Year",26,21.1,"Higher",4,"Heatwave",26,"YVR",NA
1995,"09-24","Max_Temp_Year",24.8,20.87,"Higher",4,"Heatwave",24.8,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"05-11","Max_Temp_Year",20.8,20.2,"Higher",6,"Heatwave",20.8,"YVR",NA
1997,"05-12","Max_Temp_Year",21.9,20.4,"Higher",6,"Heatwave",21.9,"YVR",NA
1997,"05-13","Max_Temp_Year",22.3,20.4,"Higher",6,"Heatwave",22.3,"YVR",NA
1997,"05-14","Max_Temp_Year",24.8,20.6,"Higher",6,"Heatwave",24.8,"YVR",NA
1997,"05-15","Max_Temp_Year",24.2,20.8,"Higher",6,"Heatwave",24.2,"YVR",NA
1997,"05-16","Max_Temp_Year",22.4,20.91,"Higher",6,"Heatwave",22.4,"YVR",NA
1998,"04-29","Max_Temp_Year",18.7,18.3,"Higher",4,"Heatwave",18.7,"YVR",NA
1998,"04-30","Max_Temp_Year",20.4,18.44,"Higher",4,"Heatwave",20.4,"YVR",NA
1998,"05-01","Max_Temp_Year",22.4,18.73,"Higher",4,"Heatwave",22.4,"YVR",NA
1998,"05-02","Max_Temp_Year",21.1,18.9,"Higher",4,"Heatwave",21.1,"YVR",NA
1998,"07-26","Max_Temp_Year",28.3,26.1,"Higher",4,"Heatwave",28.3,"YVR",NA
1998,"07-27","Max_Temp_Year",29.9,26.1,"Higher",4,"Heatwave",29.9,"YVR",NA
1998,"07-28","Max_Temp_Year",31.9,26.1,"Higher",4,"Heatwave",31.9,"YVR",NA
1998,"07-29","Max_Temp_Year",28.2,26.1,"Higher",4,"Heatwave",28.2,"YVR",NA
1998,"08-12","Max_Temp_Year",26.2,26,"Higher",3,"Heatwave",26.2,"YVR",NA
1998,"08-13","Max_Temp_Year",26.6,25.9,"Higher",3,"Heatwave",26.6,"YVR",NA
1998,"08-14","Max_Temp_Year",25.9,25.8,"Higher",3,"Heatwave",25.9,"YVR",NA
1998,"08-30","Max_Temp_Year",24.2,24.1,"Higher",5,"Heatwave",24.2,"YVR",NA
1998,"08-31","Max_Temp_Year",25.6,24,"Higher",5,"Heatwave",25.6,"YVR",NA
1998,"09-01","Max_Temp_Year",26.7,24,"Higher",5,"Heatwave",26.7,"YVR",NA
1998,"09-02","Max_Temp_Year",26.6,23.9,"Higher",5,"Heatwave",26.6,"YVR",NA
1998,"09-03","Max_Temp_Year",24.1,23.9,"Higher",5,"Heatwave",24.1,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"06-05","Max_Temp_Year",24.8,22.2,"Higher",3,"Heatwave",24.8,"YVR",NA
2003,"06-06","Max_Temp_Year",26.2,22.2,"Higher",3,"Heatwave",26.2,"YVR",NA
2003,"06-07","Max_Temp_Year",24.5,22.2,"Higher",3,"Heatwave",24.5,"YVR",NA
2003,"09-04","Max_Temp_Year",27.2,23.88,"Higher",3,"Heatwave",27.2,"YVR",NA
2003,"09-05","Max_Temp_Year",27.4,23.53,"Higher",3,"Heatwave",27.4,"YVR",NA
2003,"09-06","Max_Temp_Year",25.4,23.3,"Higher",3,"Heatwave",25.4,"YVR",NA
2003,"10-17","Max_Temp_Year",16.6,16.4,"Higher",6,"Heatwave",16.6,"YVR",NA
2003,"10-18","Max_Temp_Year",16.6,16.1,"Higher",6,"Heatwave",16.6,"YVR",NA
2003,"10-19","Max_Temp_Year",17.8,16.1,"Higher",6,"Heatwave",17.8,"YVR",NA
2003,"10-20","Max_Temp_Year",19.5,15.87,"Higher",6,"Heatwave",19.5,"YVR",NA
2003,"10-21","Max_Temp_Year",17.9,15.6,"Higher",6,"Heatwave",17.9,"YVR",NA
2003,"10-22","Max_Temp_Year",17.2,15.6,"Higher",6,"Heatwave",17.2,"YVR",NA
2004,"04-10","Max_Temp_Year",16.9,15.6,"Higher",3,"Heatwave",16.9,"YVR",NA
2004,"04-11","Max_Temp_Year",21.5,15.6,"Higher",3,"Heatwave",21.5,"YVR",NA
2004,"04-12","Max_Temp_Year",15.7,15.6,"Higher",3,"Heatwave",15.7,"YVR",NA
2004,"04-29","Max_Temp_Year",18.5,18.3,"Higher",4,"Heatwave",18.5,"YVR",NA
2004,"04-30","Max_Temp_Year",21.6,18.44,"Higher",4,"Heatwave",21.6,"YVR",NA
2004,"05-01","Max_Temp_Year",24.3,18.73,"Higher",4,"Heatwave",24.3,"YVR",NA
2004,"05-02","Max_Temp_Year",19.1,18.9,"Higher",4,"Heatwave",19.1,"YVR",NA
2004,"06-17","Max_Temp_Year",25.9,23.1,"Higher",6,"Heatwave",25.9,"YVR",NA
2004,"06-18","Max_Temp_Year",28.3,23.3,"Higher",6,"Heatwave",28.3,"YVR",NA
2004,"06-19","Max_Temp_Year",27.2,23.3,"Higher",6,"Heatwave",27.2,"YVR",NA
2004,"06-20","Max_Temp_Year",28.1,23.49,"Higher",6,"Heatwave",28.1,"YVR",NA
2004,"06-21","Max_Temp_Year",28.1,23.9,"Higher",6,"Heatwave",28.1,"YVR",NA
2004,"06-22","Max_Temp_Year",27.2,23.9,"Higher",6,"Heatwave",27.2,"YVR",NA
2004,"07-16","Max_Temp_Year",26.1,25.8,"Higher",4,"Heatwave",26.1,"YVR",NA
2004,"07-17","Max_Temp_Year",27.1,25.97,"Higher",4,"Heatwave",27.1,"YVR",NA
2004,"07-18","Max_Temp_Year",28.5,26,"Higher",4,"Heatwave",28.5,"YVR",NA
2004,"07-19","Max_Temp_Year",27.5,26,"Higher",4,"Heatwave",27.5,"YVR",NA
2004,"07-22","Max_Temp_Year",26.7,26.1,"Higher",3,"Heatwave",26.7,"YVR",NA
2004,"07-23","Max_Temp_Year",29.8,26.31,"Higher",3,"Heatwave",29.8,"YVR",NA
2004,"07-24","Max_Temp_Year",27.6,26.2,"Higher",3,"Heatwave",27.6,"YVR",NA
2004,"08-09","Max_Temp_Year",27.9,26,"Higher",3,"Heatwave",27.9,"YVR",NA
2004,"08-10","Max_Temp_Year",29.8,26.1,"Higher",3,"Heatwave",29.8,"YVR",NA
2004,"08-11","Max_Temp_Year",26.4,26.1,"Higher",3,"Heatwave",26.4,"YVR",NA
2004,"08-14","Max_Temp_Year",27.3,25.8,"Higher",3,"Heatwave",27.3,"YVR",NA
2004,"08-15","Max_Temp_Year",26.8,25.6,"Higher",3,"Heatwave",26.8,"YVR",NA
2004,"08-16","Max_Temp_Year",26.6,25.6,"Higher",3,"Heatwave",26.6,"YVR",NA
2005,"04-25","Max_Temp_Year",18.2,17.8,"Higher",4,"Heatwave",18.2,"YVR",NA
2005,"04-26","Max_Temp_Year",19.7,17.8,"Higher",4,"Heatwave",19.7,"YVR",NA
2005,"04-27","Max_Temp_Year",20.2,18,"Higher",4,"Heatwave",20.2,"YVR",NA
2005,"04-28","Max_Temp_Year",19.6,18.1,"Higher",4,"Heatwave",19.6,"YVR",NA
2005,"05-26","Max_Temp_Year",24.4,21.7,"Higher",3,"Heatwave",24.4,"YVR",NA
2005,"05-27","Max_Temp_Year",25.5,21.8,"Higher",3,"Heatwave",25.5,"YVR",NA
2005,"05-28","Max_Temp_Year",24.2,21.9,"Higher",3,"Heatwave",24.2,"YVR",NA
2006,"07-21","Max_Temp_Year",28.7,26.1,"Higher",3,"Heatwave",28.7,"YVR",NA
2006,"07-22","Max_Temp_Year",28.9,26.1,"Higher",3,"Heatwave",28.9,"YVR",NA
2006,"07-23","Max_Temp_Year",26.7,26.31,"Higher",3,"Heatwave",26.7,"YVR",NA
2006,"09-02","Max_Temp_Year",24.9,23.9,"Higher",3,"Heatwave",24.9,"YVR",NA
2006,"09-03","Max_Temp_Year",25.4,23.9,"Higher",3,"Heatwave",25.4,"YVR",NA
2006,"09-04","Max_Temp_Year",24,23.88,"Higher",3,"Heatwave",24,"YVR",NA
2008,"08-14","Max_Temp_Year",26.4,25.8,"Higher",4,"Heatwave",26.4,"YVR",NA
2008,"08-15","Max_Temp_Year",26,25.6,"Higher",4,"Heatwave",26,"YVR",NA
2008,"08-16","Max_Temp_Year",26.5,25.6,"Higher",4,"Heatwave",26.5,"YVR",NA
2008,"08-17","Max_Temp_Year",28.5,25.3,"Higher",4,"Heatwave",28.5,"YVR",NA
2009,"06-01","Max_Temp_Year",23.5,22.2,"Higher",5,"Heatwave",23.5,"YVR",NA
2009,"06-02","Max_Temp_Year",25.6,22.2,"Higher",5,"Heatwave",25.6,"YVR",NA
2009,"06-03","Max_Temp_Year",25.9,22.2,"Higher",5,"Heatwave",25.9,"YVR",NA
2009,"06-04","Max_Temp_Year",25.8,22.3,"Higher",5,"Heatwave",25.8,"YVR",NA
2009,"06-05","Max_Temp_Year",23.3,22.2,"Higher",5,"Heatwave",23.3,"YVR",NA
2009,"06-09","Max_Temp_Year",22.5,22.48,"Higher",3,"Heatwave",22.5,"YVR",NA
2009,"06-10","Max_Temp_Year",23.5,22.7,"Higher",3,"Heatwave",23.5,"YVR",NA
2009,"06-11","Max_Temp_Year",23.2,22.8,"Higher",3,"Heatwave",23.2,"YVR",NA
2009,"07-26","Max_Temp_Year",26.5,26.1,"Higher",7,"Heatwave",26.5,"YVR",NA
2009,"07-27","Max_Temp_Year",27.8,26.1,"Higher",7,"Heatwave",27.8,"YVR",NA
2009,"07-28","Max_Temp_Year",30.9,26.1,"Higher",7,"Heatwave",30.9,"YVR",NA
2009,"07-29","Max_Temp_Year",34,26.1,"Higher",7,"Heatwave",34,"YVR",NA
2009,"07-30","Max_Temp_Year",34.4,26.1,"Higher",7,"Heatwave",34.4,"YVR",NA
2009,"07-31","Max_Temp_Year",28.7,26.1,"Higher",7,"Heatwave",28.7,"YVR",NA
2009,"08-01","Max_Temp_Year",26.7,26.1,"Higher",7,"Heatwave",26.7,"YVR",NA
2010,"07-07","Max_Temp_Year",27.8,25,"Higher",3,"Heatwave",27.8,"YVR",NA
2010,"07-08","Max_Temp_Year",28.1,25,"Higher",3,"Heatwave",28.1,"YVR",NA
2010,"07-09","Max_Temp_Year",27.1,25,"Higher",3,"Heatwave",27.1,"YVR",NA
2010,"08-13","Max_Temp_Year",27.6,25.9,"Higher",5,"Heatwave",27.6,"YVR",NA
2010,"08-14","Max_Temp_Year",28.6,25.8,"Higher",5,"Heatwave",28.6,"YVR",NA
2010,"08-15","Max_Temp_Year",29.8,25.6,"Higher",5,"Heatwave",29.8,"YVR",NA
2010,"08-16","Max_Temp_Year",28.8,25.6,"Higher",5,"Heatwave",28.8,"YVR",NA
2010,"08-17","Max_Temp_Year",26.3,25.3,"Higher",5,"Heatwave",26.3,"YVR",NA
2011,"09-05","Max_Temp_Year",25.1,23.53,"Higher",4,"Heatwave",25.1,"YVR",NA
2011,"09-06","Max_Temp_Year",24.1,23.3,"Higher",4,"Heatwave",24.1,"YVR",NA
2011,"09-07","Max_Temp_Year",23.7,23.3,"Higher",4,"Heatwave",23.7,"YVR",NA
2011,"09-08","Max_Temp_Year",24.8,23.3,"Higher",4,"Heatwave",24.8,"YVR",NA
2012,"08-15","Max_Temp_Year",26.5,25.6,"Higher",3,"Heatwave",26.5,"YVR",NA
2012,"08-16","Max_Temp_Year",27.6,25.6,"Higher",3,"Heatwave",27.6,"YVR",NA
2012,"08-17","Max_Temp_Year",28.6,25.3,"Higher",3,"Heatwave",28.6,"YVR",NA
2013,"05-05","Max_Temp_Year",20.7,19.35,"Higher",3,"Heatwave",20.7,"YVR",NA
2013,"05-06","Max_Temp_Year",21.6,19.4,"Higher",3,"Heatwave",21.6,"YVR",NA
2013,"05-07","Max_Temp_Year",20.6,19.4,"Higher",3,"Heatwave",20.6,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"06-30","Max_Temp_Year",31.2,24.5,"Higher",3,"Heatwave",31.2,"YVR",NA
2013,"07-01","Max_Temp_Year",28,24.57,"Higher",3,"Heatwave",28,"YVR",NA
2013,"07-02","Max_Temp_Year",25.6,24.7,"Higher",3,"Heatwave",25.6,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"04-30","Max_Temp_Year",18.9,18.44,"Higher",3,"Heatwave",18.9,"YVR",NA
2014,"05-01","Max_Temp_Year",22.1,18.73,"Higher",3,"Heatwave",22.1,"YVR",NA
2014,"05-02","Max_Temp_Year",20,18.9,"Higher",3,"Heatwave",20,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"07-12","Max_Temp_Year",26.6,25.28,"Higher",3,"Heatwave",26.6,"YVR",NA
2014,"07-13","Max_Temp_Year",27,25.6,"Higher",3,"Heatwave",27,"YVR",NA
2014,"07-14","Max_Temp_Year",27.1,25.6,"Higher",3,"Heatwave",27.1,"YVR",NA
2014,"09-14","Max_Temp_Year",22.8,22.2,"Higher",3,"Heatwave",22.8,"YVR",NA
2014,"09-15","Max_Temp_Year",22.6,22.2,"Higher",3,"Heatwave",22.6,"YVR",NA
2014,"09-16","Max_Temp_Year",22.8,22.2,"Higher",3,"Heatwave",22.8,"YVR",NA
2014,"10-18","Max_Temp_Year",18.5,16.1,"Higher",3,"Heatwave",18.5,"YVR",NA
2014,"10-19","Max_Temp_Year",21.2,16.1,"Higher",3,"Heatwave",21.2,"YVR",NA
2014,"10-20","Max_Temp_Year",17.1,15.87,"Higher",3,"Heatwave",17.1,"YVR",NA
2015,"06-06","Max_Temp_Year",23,22.2,"Higher",3,"Heatwave",23,"YVR",NA
2015,"06-07","Max_Temp_Year",24.8,22.2,"Higher",3,"Heatwave",24.8,"YVR",NA
2015,"06-08","Max_Temp_Year",24,22.4,"Higher",3,"Heatwave",24,"YVR",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"06-25","Max_Temp_Year",25.5,24.37,"Higher",6,"Heatwave",25.5,"YVR",NA
2015,"06-26","Max_Temp_Year",24.8,24.4,"Higher",6,"Heatwave",24.8,"YVR",NA
2015,"06-27","Max_Temp_Year",25.4,24.4,"Higher",6,"Heatwave",25.4,"YVR",NA
2015,"06-28","Max_Temp_Year",26.6,24.4,"Higher",6,"Heatwave",26.6,"YVR",NA
2015,"06-29","Max_Temp_Year",28.3,24.4,"Higher",6,"Heatwave",28.3,"YVR",NA
