"begin","end","starttemp","endtemp","avgexc","year","month","station"
"2023-08-13","2023-08-17",34.3,35.1,2.06,2023,8,"Kelowna"
"2024-01-28","2024-01-30",7,8.4,0.78,2024,1,"Kelowna"
"2024-02-23","2024-02-25",12,14.6,2.927,2024,2,"Kelowna"
"2024-03-15","2024-03-20",14.5,16.7,3.597,2024,3,"Kelowna"
"2024-05-09","2024-05-12",25.8,29.9,3.998,2024,5,"Kelowna"
"1940-01-28","1940-01-31",11.1,15,2.82,1940,1,"Abbotsford"
"1940-03-23","1940-03-25",18.9,17.2,1.027,1940,3,"Abbotsford"
"1940-06-09","1940-06-11",26.7,28.9,1.333,1940,6,"Abbotsford"
"1940-09-09","1940-09-11",32.2,30,2.663,1940,9,"Abbotsford"
"1940-09-22","1940-09-24",28.3,27.8,3.1,1940,9,"Abbotsford"
"1940-10-17","1940-10-20",21.1,19.4,1.367,1940,10,"Abbotsford"
"1940-12-02","1940-12-05",13.3,11.1,1.812,1940,12,"Abbotsford"
"1941-01-10","1941-01-12",11.1,11.7,1.063,1941,1,"Abbotsford"
"1941-01-28","1941-01-30",12.8,13.9,2.86,1941,1,"Abbotsford"
"1941-02-01","1941-02-09",15,12.8,2.053,1941,2,"Abbotsford"
"1941-02-15","1941-02-19",13.9,14.4,1.874,1941,2,"Abbotsford"
"1941-03-09","1941-03-12",17.8,19.4,4.812,1941,3,"Abbotsford"
"1941-03-14","1941-03-16",16.7,16.1,1.053,1941,3,"Abbotsford"
"1941-03-24","1941-03-31",17.8,23.3,3.805,1941,3,"Abbotsford"
"1941-04-18","1941-04-22",19.4,25.6,2.098,1941,4,"Abbotsford"
"1941-04-25","1941-04-28",26.1,22.8,3.69,1941,4,"Abbotsford"
"1941-07-13","1941-07-18",33.3,33.3,5.715,1941,7,"Abbotsford"
"1941-10-22","1941-10-24",18.9,23.3,3.333,1941,10,"Abbotsford"
"1941-11-05","1941-11-11",16.7,15.6,1.52,1941,11,"Abbotsford"
"1941-11-23","1941-11-26",13.9,13.9,1.498,1941,11,"Abbotsford"
"1941-11-29","1941-12-02",18.3,15.6,4.898,1941,11,"Abbotsford"
"1942-03-28","1942-03-31",17.8,21.7,3.268,1942,3,"Abbotsford"
"1942-06-29","1942-07-04",30.6,29.4,6.515,1942,6,"Abbotsford"
"1942-08-21","1942-08-23",32.2,29.4,3.353,1942,8,"Abbotsford"
"1942-09-21","1942-09-25",30,28.9,3.438,1942,9,"Abbotsford"
"1942-11-11","1942-11-13",14.4,13.9,0.9,1942,11,"Abbotsford"
"1942-12-14","1942-12-16",11.1,13.9,1.633,1942,12,"Abbotsford"
"1943-04-11","1943-04-14",22.8,23.3,5.02,1943,4,"Abbotsford"
"1943-09-07","1943-09-10",30,28.3,2.267,1943,9,"Abbotsford"
"1943-10-06","1943-10-08",27.8,25.6,4.9,1943,10,"Abbotsford"
"1943-11-19","1943-11-22",14.4,15,2.325,1943,11,"Abbotsford"
"1943-11-24","1943-11-26",16.7,12.8,2.563,1943,11,"Abbotsford"
"1944-04-01","1944-04-03",20.6,18.3,3.613,1944,4,"Abbotsford"
"1944-05-02","1944-05-04",24.4,26.1,3.333,1944,5,"Abbotsford"
"1944-06-08","1944-06-10",31.7,27.2,4.363,1944,6,"Abbotsford"
"1944-09-04","1944-09-11",30.6,30.6,4.03,1944,9,"Abbotsford"
"1944-10-17","1944-10-20",20.6,21.1,1.518,1944,10,"Abbotsford"
"1944-10-25","1944-10-29",20,18.3,2.304,1944,10,"Abbotsford"
"1945-10-07","1945-10-10",23.3,21.7,1.37,1945,10,"Abbotsford"
"1946-05-01","1946-05-03",23.9,29.4,4.997,1946,5,"Abbotsford"
"1947-03-13","1947-03-20",16.7,16.7,3.88,1947,3,"Abbotsford"
"1947-04-12","1947-04-16",20.6,26.1,4.316,1947,4,"Abbotsford"
"1947-05-23","1947-05-26",28.9,31.7,4.512,1947,5,"Abbotsford"
"1947-09-21","1947-09-24",26.7,26.7,1.65,1947,9,"Abbotsford"
"1948-06-06","1948-06-09",29.4,29.4,2.67,1948,6,"Abbotsford"
"1949-02-25","1949-02-28",14.4,17.2,1.47,1949,2,"Abbotsford"
"1949-05-06","1949-05-08",23.3,26.1,2.43,1949,5,"Abbotsford"
"1949-05-10","1949-05-12",24.4,25,1.5,1949,5,"Abbotsford"
"1949-09-03","1949-09-07",30.6,30.6,2.852,1949,9,"Abbotsford"
"1949-09-25","1949-09-27",27.8,28.9,2.553,1949,9,"Abbotsford"
"1949-10-31","1949-11-05",18.9,20,4.153,1949,10,"Abbotsford"
"1949-11-14","1949-11-16",13.3,13.9,1.16,1949,11,"Abbotsford"
"1949-11-18","1949-11-22",13.3,13.3,1.378,1949,11,"Abbotsford"
"1949-11-24","1949-11-26",15.6,14.4,2.53,1949,11,"Abbotsford"
"1950-08-18","1950-08-20",30,30,1.497,1950,8,"Abbotsford"
"1950-12-19","1950-12-21",12.8,14.4,2.397,1950,12,"Abbotsford"
"1951-04-01","1951-04-03",18.3,21.7,2.113,1951,4,"Abbotsford"
"1951-04-10","1951-04-16",20,21.1,2.723,1951,4,"Abbotsford"
"1951-06-27","1951-06-30",28.9,29.4,3.75,1951,6,"Abbotsford"
"1951-07-10","1951-07-12",31.1,35.6,5.46,1951,7,"Abbotsford"
"1951-09-13","1951-09-16",31.1,29.4,4.67,1951,9,"Abbotsford"
"1951-10-07","1951-10-09",23.9,23.3,2.267,1951,10,"Abbotsford"
"1952-07-07","1952-07-10",28.9,30,1.99,1952,7,"Abbotsford"
"1952-09-19","1952-09-23",27.8,28.3,3.654,1952,9,"Abbotsford"
"1952-10-03","1952-10-07",23.3,26.1,3.158,1952,10,"Abbotsford"
"1953-09-03","1953-09-05",28.9,30.6,2.293,1953,9,"Abbotsford"
"1954-05-06","1954-05-08",23.3,25.6,2.263,1954,5,"Abbotsford"
"1954-11-22","1954-11-25",14.4,12.2,1.447,1954,11,"Abbotsford"
"1955-09-04","1955-09-06",30.6,28.3,2.857,1955,9,"Abbotsford"
"1956-04-10","1956-04-13",22.2,20,1.967,1956,4,"Abbotsford"
"1956-04-18","1956-04-21",20,21.1,3.123,1956,4,"Abbotsford"
"1956-05-16","1956-05-19",26.1,23.9,3.982,1956,5,"Abbotsford"
"1956-07-18","1956-07-20",30.6,31.1,2.527,1956,7,"Abbotsford"
"1957-04-28","1957-04-30",24.4,22.8,2.16,1957,4,"Abbotsford"
"1957-05-06","1957-05-08",23.3,23.3,1.13,1957,5,"Abbotsford"
"1957-09-12","1957-09-14",30,28.3,2.86,1957,9,"Abbotsford"
"1957-09-22","1957-09-24",27.2,27.2,1.967,1957,9,"Abbotsford"
"1957-12-07","1957-12-11",11.7,12.2,1.638,1957,12,"Abbotsford"
"1958-05-20","1958-05-22",25.6,28.3,2.72,1958,5,"Abbotsford"
"1958-05-24","1958-05-26",26.7,28.9,2.517,1958,5,"Abbotsford"
"1958-06-16","1958-06-18",30.6,31.7,4.227,1958,6,"Abbotsford"
"1958-07-04","1958-07-07",30.6,28.3,3.312,1958,7,"Abbotsford"
"1958-07-14","1958-07-17",31.1,30,3.322,1958,7,"Abbotsford"
"1958-07-26","1958-07-28",32.8,34.4,5.25,1958,7,"Abbotsford"
"1958-08-23","1958-08-25",28.9,30.6,2.297,1958,8,"Abbotsford"
"1958-12-01","1958-12-03",15.6,11.7,2.893,1958,12,"Abbotsford"
"1959-04-08","1959-04-10",20,19.4,2.357,1959,4,"Abbotsford"
"1959-11-22","1959-11-24",13.9,13.9,2.297,1959,11,"Abbotsford"
"1960-01-28","1960-01-31",12.2,12.8,2.145,1960,1,"Abbotsford"
"1960-07-27","1960-07-29",30,34.4,2.217,1960,7,"Abbotsford"
"1960-08-07","1960-08-09",34.4,36.1,4.933,1960,8,"Abbotsford"
"1961-01-18","1961-01-21",12.2,11.7,1.122,1961,1,"Abbotsford"
"1961-05-17","1961-05-19",24.4,27.2,2.343,1961,5,"Abbotsford"
"1961-06-14","1961-06-17",27.2,30.6,2.142,1961,6,"Abbotsford"
"1961-07-10","1961-07-13",29.4,33.3,5.595,1961,7,"Abbotsford"
"1961-08-10","1961-08-12",32.2,31.1,1.723,1961,8,"Abbotsford"
"1962-01-29","1962-01-31",12.8,13.9,2.493,1962,1,"Abbotsford"
"1962-03-29","1962-03-31",18.9,18.9,1.957,1962,3,"Abbotsford"
"1962-10-27","1962-10-29",18.3,21.7,3.167,1962,10,"Abbotsford"
"1962-12-29","1963-01-03",10.6,10,0.8,1962,12,"Abbotsford"
"1963-02-06","1963-02-12",16.7,15.6,4.383,1963,2,"Abbotsford"
"1963-05-17","1963-05-21",25.6,32.8,6.222,1963,5,"Abbotsford"
"1963-12-22","1963-12-24",13.3,17.2,4.593,1963,12,"Abbotsford"
"1963-12-30","1964-01-01",13.9,10.6,2.967,1963,12,"Abbotsford"
"1965-03-03","1965-03-12",16.7,18.3,3.642,1965,3,"Abbotsford"
"1965-07-28","1965-08-01",30,32.2,4.074,1965,7,"Abbotsford"
"1965-10-21","1965-10-26",20,21.1,2.27,1965,10,"Abbotsford"
"1966-03-24","1966-03-26",16.7,18.9,1.757,1966,3,"Abbotsford"
"1966-04-03","1966-04-05",20.6,21.7,3.82,1966,4,"Abbotsford"
"1966-05-02","1966-05-05",23.9,28.9,2.995,1966,5,"Abbotsford"
"1967-06-15","1967-06-19",27.8,32.8,2.586,1967,6,"Abbotsford"
"1967-07-01","1967-07-03",29.4,27.8,1.667,1967,7,"Abbotsford"
"1967-08-13","1967-08-16",31.7,35,2.435,1967,8,"Abbotsford"
"1967-08-25","1967-08-29",28.9,33.3,3.196,1967,8,"Abbotsford"
"1967-09-14","1967-09-16",27.8,32.2,3.727,1967,9,"Abbotsford"
"1968-02-07","1968-02-12",13.3,15.6,1.83,1968,2,"Abbotsford"
"1968-02-26","1968-02-29",16.7,19.4,4.572,1968,2,"Abbotsford"
"1968-03-20","1968-03-22",18.9,17.8,2.017,1968,3,"Abbotsford"
"1968-07-01","1968-07-03",29.4,31.1,3.9,1968,7,"Abbotsford"
"1969-05-21","1969-05-23",26.7,32.8,5.093,1969,5,"Abbotsford"
"1969-06-15","1969-06-18",28.9,31.1,3.662,1969,6,"Abbotsford"
"1970-02-07","1970-02-11",15.6,13.3,2.938,1970,2,"Abbotsford"
"1970-02-21","1970-02-26",15.6,15,1.443,1970,2,"Abbotsford"
"1970-06-01","1970-06-03",33.9,27.2,5.187,1970,6,"Abbotsford"
"1970-09-26","1970-09-28",25.6,26.1,1.257,1970,9,"Abbotsford"
"1970-11-01","1970-11-03",17.2,18.3,2.54,1970,11,"Abbotsford"
"1971-01-17","1971-01-19",11.7,13.3,1.993,1971,1,"Abbotsford"
"1971-07-17","1971-07-19",30.6,31.1,1.863,1971,7,"Abbotsford"
"1971-08-08","1971-08-11",31.1,31.1,1.297,1971,8,"Abbotsford"
"1972-05-26","1972-05-28",26.7,31.1,3.257,1972,5,"Abbotsford"
"1972-07-02","1972-07-05",29.4,30.6,3.165,1972,7,"Abbotsford"
"1972-08-31","1972-09-03",28.3,30.6,2.067,1972,8,"Abbotsford"
"1973-05-12","1973-05-14",26.7,32.8,6.333,1973,5,"Abbotsford"
"1974-01-14","1974-01-16",12.2,12.2,1.5,1974,1,"Abbotsford"
"1974-08-27","1974-08-30",30,30.6,3.265,1974,8,"Abbotsford"
"1974-09-19","1974-09-25",31.1,25.6,4.28,1974,9,"Abbotsford"
"1974-10-15","1974-10-18",21.7,22.8,2.367,1974,10,"Abbotsford"
"1975-09-10","1975-09-13",28.3,28.9,1.795,1975,9,"Abbotsford"
"1975-11-03","1975-11-05",18.3,17.8,3.507,1975,11,"Abbotsford"
"1976-04-27","1976-05-01",23.9,27.2,3.054,1976,4,"Abbotsford"
"1976-11-09","1976-11-12",16.1,15.6,1.95,1976,11,"Abbotsford"
"1976-12-15","1976-12-17",15.6,13.9,3.733,1976,12,"Abbotsford"
"1977-02-18","1977-02-20",14.5,13.8,1.527,1977,2,"Abbotsford"
"1977-04-05","1977-04-07",23.6,26.2,5.86,1977,4,"Abbotsford"
"1977-04-22","1977-04-24",22.2,25.2,4.2,1977,4,"Abbotsford"
"1977-08-09","1977-08-12",31.7,32.9,2.717,1977,8,"Abbotsford"
"1977-08-15","1977-08-17",32.1,36.3,4.32,1977,8,"Abbotsford"
"1978-05-31","1978-06-06",28.4,26.6,2.373,1978,5,"Abbotsford"
"1978-07-20","1978-07-23",31.3,30.2,2.37,1978,7,"Abbotsford"
"1978-10-17","1978-10-19",20.2,20.2,1.723,1978,10,"Abbotsford"
"1979-03-19","1979-03-23",17.7,18.9,2.908,1979,3,"Abbotsford"
"1979-07-15","1979-07-19",30.7,30.2,2.858,1979,7,"Abbotsford"
"1979-10-08","1979-10-10",24.9,23,1.993,1979,10,"Abbotsford"
"1979-11-01","1979-11-06",15.7,17,0.62,1979,11,"Abbotsford"
"1979-12-17","1979-12-19",12.8,13.9,2.363,1979,12,"Abbotsford"
"1980-04-11","1980-04-13",19.3,24.9,3.627,1980,4,"Abbotsford"
"1980-12-25","1980-12-28",15.4,10.6,4.5,1980,12,"Abbotsford"
"1980-12-30","1981-01-03",10.1,10.3,1.56,1980,12,"Abbotsford"
"1981-01-09","1981-01-15",11.3,11.4,0.683,1981,1,"Abbotsford"
"1981-01-19","1981-01-22",11.6,15.1,2.8,1981,1,"Abbotsford"
"1981-03-08","1981-03-12",14.6,19.6,2.388,1981,3,"Abbotsford"
"1981-03-18","1981-03-21",16.5,17.1,1.742,1981,3,"Abbotsford"
"1981-08-06","1981-08-11",31.7,33.2,3.313,1981,8,"Abbotsford"
"1981-10-31","1981-11-03",17.2,16.4,1.905,1981,10,"Abbotsford"
"1982-06-17","1982-06-20",31.4,28.8,4.63,1982,6,"Abbotsford"
"1982-07-25","1982-07-27",30.5,32,1.657,1982,7,"Abbotsford"
"1983-03-16","1983-03-18",17.4,16.6,1.527,1983,3,"Abbotsford"
"1983-04-17","1983-04-19",22.7,20.1,1.66,1983,4,"Abbotsford"
"1983-05-27","1983-05-29",28.1,36,6.7,1983,5,"Abbotsford"
"1984-03-05","1984-03-09",15.2,16.2,1.872,1984,3,"Abbotsford"
"1985-04-06","1985-04-09",20.5,21.8,1.865,1985,4,"Abbotsford"
"1985-05-15","1985-05-17",26.4,24.8,2.997,1985,5,"Abbotsford"
"1985-07-07","1985-07-09",28.6,30.8,2.227,1985,7,"Abbotsford"
"1985-07-18","1985-07-20",32.2,32.6,3.36,1985,7,"Abbotsford"
"1985-07-27","1985-07-29",30,33,2.15,1985,7,"Abbotsford"
"1986-02-27","1986-03-02",17.8,17.4,2.017,1986,2,"Abbotsford"
"1986-08-06","1986-08-09",31.1,31.4,0.572,1986,8,"Abbotsford"
"1986-08-25","1986-08-27",30,34.3,4.1,1986,8,"Abbotsford"
"1987-03-29","1987-04-02",16.9,24,4.206,1987,3,"Abbotsford"
"1987-05-05","1987-05-10",22.7,24.3,2.978,1987,5,"Abbotsford"
"1987-06-28","1987-06-30",28.7,30.5,3.1,1987,6,"Abbotsford"
"1987-08-30","1987-09-01",31.8,28.6,3.25,1987,8,"Abbotsford"
"1987-09-20","1987-09-23",27.5,27.8,2.445,1987,9,"Abbotsford"
"1987-09-29","1987-10-01",26.6,29.3,4.387,1987,9,"Abbotsford"
"1987-10-05","1987-10-11",22.7,24.5,1.653,1987,10,"Abbotsford"
"1987-10-19","1987-10-22",21.6,19.1,1.825,1987,10,"Abbotsford"
"1987-11-10","1987-11-12",17.1,13.7,1.533,1987,11,"Abbotsford"
"1988-02-26","1988-02-28",15,18.7,2.63,1988,2,"Abbotsford"
"1988-03-15","1988-03-18",16.4,18.9,1.64,1988,3,"Abbotsford"
"1988-05-10","1988-05-12",25.2,24.4,2.9,1988,5,"Abbotsford"
"1988-07-18","1988-07-20",29.7,32,2.393,1988,7,"Abbotsford"
"1988-09-01","1988-09-03",30.7,37.5,6.933,1988,9,"Abbotsford"
"1988-09-12","1988-09-14",27.1,28,1.46,1988,9,"Abbotsford"
"1988-12-01","1988-12-04",15.8,12.3,2.42,1988,12,"Abbotsford"
"1989-06-03","1989-06-05",32.6,26.5,3.257,1989,6,"Abbotsford"
"1989-06-23","1989-06-25",29.7,29.4,2.4,1989,6,"Abbotsford"
"1989-09-07","1989-09-10",28.5,27.6,1.017,1989,9,"Abbotsford"
"1989-09-22","1989-09-24",29.6,29,2.8,1989,9,"Abbotsford"
"1990-01-04","1990-01-07",10.5,12.3,1.525,1990,1,"Abbotsford"
"1990-02-26","1990-03-02",16,16.5,2.072,1990,2,"Abbotsford"
"1990-03-27","1990-03-29",19.4,17,1.73,1990,3,"Abbotsford"
"1990-04-03","1990-04-06",18,18.5,0.465,1990,4,"Abbotsford"
"1990-04-15","1990-04-17",23.8,19.3,4.127,1990,4,"Abbotsford"
"1990-07-10","1990-07-12",28.7,30.5,2.36,1990,7,"Abbotsford"
"1990-07-19","1990-07-22",30.2,30.2,2.042,1990,7,"Abbotsford"
"1990-08-10","1990-08-12",33.2,34.1,3.023,1990,8,"Abbotsford"
"1990-11-10","1990-11-12",14.7,17.8,2.967,1990,11,"Abbotsford"
"1990-11-22","1990-11-24",11.8,11.5,0.297,1990,11,"Abbotsford"
"1991-02-01","1991-02-04",16.3,15.9,3.298,1991,2,"Abbotsford"
"1991-02-24","1991-02-27",14.2,17.7,3.17,1991,2,"Abbotsford"
"1991-04-30","1991-05-02",22.8,23.3,0.827,1991,4,"Abbotsford"
"1991-09-24","1991-09-26",25.8,26.3,1.523,1991,9,"Abbotsford"
"1991-10-09","1991-10-11",24.2,25.9,3.927,1991,10,"Abbotsford"
"1992-02-25","1992-02-28",17.1,17.9,3.92,1992,2,"Abbotsford"
"1992-03-08","1992-03-14",16.9,19.7,2.846,1992,3,"Abbotsford"
"1992-03-20","1992-03-23",17.5,17.1,2.26,1992,3,"Abbotsford"
"1992-03-29","1992-04-02",19.1,23.9,3.246,1992,3,"Abbotsford"
"1992-05-03","1992-05-06",25.6,25.2,3.17,1992,5,"Abbotsford"
"1992-05-23","1992-05-25",25,25.9,2.193,1992,5,"Abbotsford"
"1992-06-21","1992-06-25",30,29.3,2.99,1992,6,"Abbotsford"
"1992-08-11","1992-08-13",31.8,31.4,1.123,1992,8,"Abbotsford"
"1993-05-17","1993-05-19",28.4,25.4,3.91,1993,5,"Abbotsford"
"1993-09-06","1993-09-10",28.1,27.9,1.752,1993,9,"Abbotsford"
"1993-09-27","1993-09-29",25.4,24.2,0.93,1993,9,"Abbotsford"
"1994-03-26","1994-03-30",22.1,18.3,5.432,1994,3,"Abbotsford"
"1994-07-19","1994-07-22",29.7,32.5,3.142,1994,7,"Abbotsford"
"1994-09-21","1994-09-24",28.5,26.7,1.825,1994,9,"Abbotsford"
"1994-12-17","1994-12-20",12.9,13.9,1.823,1994,12,"Abbotsford"
"1994-12-26","1994-12-28",10.6,10.5,0.807,1994,12,"Abbotsford"
"1995-01-29","1995-02-01",13.4,11.3,1.645,1995,1,"Abbotsford"
"1995-02-07","1995-02-09",15.2,12.6,2.93,1995,2,"Abbotsford"
"1995-03-28","1995-03-31",18.9,17.5,2.592,1995,3,"Abbotsford"
"1995-04-25","1995-04-27",22.4,23.5,1.72,1995,4,"Abbotsford"
"1995-05-24","1995-05-26",27.5,25.8,1.45,1995,5,"Abbotsford"
"1995-06-27","1995-07-01",30.1,28.4,3.96,1995,6,"Abbotsford"
"1995-07-16","1995-07-19",30,33.1,3.123,1995,7,"Abbotsford"
"1995-09-13","1995-09-16",28.6,28.2,1.77,1995,9,"Abbotsford"
"1995-09-20","1995-09-24",27.5,29.8,2.256,1995,9,"Abbotsford"
"1995-11-13","1995-11-15",14.3,14,1.927,1995,11,"Abbotsford"
"1995-11-17","1995-11-19",18.2,12.7,3.457,1995,11,"Abbotsford"
"1995-11-23","1995-11-25",14.4,12.4,2.463,1995,11,"Abbotsford"
"1996-01-06","1996-01-08",11.6,12.6,1.767,1996,1,"Abbotsford"
"1996-02-12","1996-02-16",14.4,16.6,2.778,1996,2,"Abbotsford"
"1996-07-11","1996-07-15",28.8,31.4,2.538,1996,7,"Abbotsford"
"1996-07-23","1996-07-28",31.4,32,2.008,1996,7,"Abbotsford"
"1996-08-23","1996-08-26",30.2,29.1,2.523,1996,8,"Abbotsford"
"1997-05-10","1997-05-16",23.7,24.5,2.229,1997,5,"Abbotsford"
"1997-09-21","1997-09-24",26.5,29.4,1.875,1997,9,"Abbotsford"
"1997-12-28","1997-12-30",11.1,11.3,1.167,1997,12,"Abbotsford"
"1998-01-29","1998-02-01",11.3,11.9,1.095,1998,1,"Abbotsford"
"1998-03-18","1998-03-20",15.7,19.5,1.797,1998,3,"Abbotsford"
"1998-04-27","1998-05-01",21.9,30.2,4.654,1998,4,"Abbotsford"
"1998-07-26","1998-07-29",33.6,31.8,3.137,1998,7,"Abbotsford"
"1998-08-30","1998-09-03",28.5,29.5,1.67,1998,8,"Abbotsford"
"1998-10-20","1998-10-23",19.3,18.8,1.4,1998,10,"Abbotsford"
"1999-04-15","1999-04-17",24.1,21.4,4.56,1999,4,"Abbotsford"
"1999-06-12","1999-06-14",28.5,31,2.167,1999,6,"Abbotsford"
"1999-09-12","1999-09-14",28.4,27.7,1.827,1999,9,"Abbotsford"
"1999-09-18","1999-09-22",27,26.3,1.134,1999,9,"Abbotsford"
"1999-10-18","1999-10-22",21.5,20.2,1.562,1999,10,"Abbotsford"
"1999-11-14","1999-11-16",13.4,13.4,0.66,1999,11,"Abbotsford"
"2000-06-26","2000-06-28",29.3,30.2,3,2000,6,"Abbotsford"
"2001-08-08","2001-08-10",31,31.1,0.53,2001,8,"Abbotsford"
"2001-11-13","2001-11-15",13.5,18.5,3.127,2001,11,"Abbotsford"
"2002-01-06","2002-01-08",14.6,11.6,3.733,2002,1,"Abbotsford"
"2002-07-21","2002-07-23",31.4,30.4,1.997,2002,7,"Abbotsford"
"2002-10-15","2002-10-17",21.3,22.6,2.887,2002,10,"Abbotsford"
"2002-11-19","2002-11-23",13.7,13.1,2.12,2002,11,"Abbotsford"
"2003-01-02","2003-01-04",14.1,11.9,3.533,2003,1,"Abbotsford"
"2003-01-06","2003-01-09",11.2,11.6,2.125,2003,1,"Abbotsford"
"2003-06-04","2003-06-07",29.4,30.4,5.365,2003,6,"Abbotsford"
"2003-07-28","2003-07-30",30.8,31.8,2.223,2003,7,"Abbotsford"
"2003-09-02","2003-09-06",32.7,28.5,3.014,2003,9,"Abbotsford"
"2003-10-17","2003-10-20",20.3,19.2,0.717,2003,10,"Abbotsford"
"2004-04-09","2004-04-11",21.7,26.6,5.19,2004,4,"Abbotsford"
"2004-04-29","2004-05-01",23.2,26.3,3.523,2004,4,"Abbotsford"
"2004-06-17","2004-06-22",31.4,28.3,2.812,2004,6,"Abbotsford"
"2004-07-12","2004-07-14",29.7,29,0.83,2004,7,"Abbotsford"
"2004-07-22","2004-07-24",34.4,35.5,5.267,2004,7,"Abbotsford"
"2004-08-08","2004-08-11",30.8,32.6,1.872,2004,8,"Abbotsford"
"2004-10-01","2004-10-03",24.2,23.6,0.897,2004,10,"Abbotsford"
"2005-01-18","2005-01-21",13.6,12.1,2.872,2005,1,"Abbotsford"
"2005-01-23","2005-01-25",12.3,13.5,2.383,2005,1,"Abbotsford"
"2005-01-31","2005-02-02",12.3,12.1,1.297,2005,1,"Abbotsford"
"2005-03-09","2005-03-14",17.8,16.2,2.505,2005,3,"Abbotsford"
"2005-04-20","2005-04-25",20.6,22.4,2.793,2005,4,"Abbotsford"
"2005-05-25","2005-05-28",26.6,29.2,4.067,2005,5,"Abbotsford"
"2005-08-13","2005-08-15",31,30.2,0.55,2005,8,"Abbotsford"
"2005-12-21","2005-12-25",13.5,12.9,3.11,2005,12,"Abbotsford"
"2006-05-14","2006-05-18",24.4,25.7,3.272,2006,5,"Abbotsford"
"2006-06-24","2006-06-26",27.8,32.5,3.567,2006,6,"Abbotsford"
"2006-06-30","2006-07-02",29,28.9,1.233,2006,6,"Abbotsford"
"2006-07-20","2006-07-23",30.4,33,3.92,2006,7,"Abbotsford"
"2006-08-19","2006-08-21",29.3,29,0.83,2006,8,"Abbotsford"
"2006-08-26","2006-08-28",28.6,28.8,0.797,2006,8,"Abbotsford"
"2006-09-01","2006-09-03",30.7,29.4,3.233,2006,9,"Abbotsford"
"2007-05-29","2007-06-03",27.2,29.1,1.425,2007,5,"Abbotsford"
"2007-09-09","2007-09-11",28.3,29.1,2.03,2007,9,"Abbotsford"
"2008-01-02","2008-01-05",10.1,10.3,0.675,2008,1,"Abbotsford"
"2008-05-16","2008-05-18",29.5,23.9,4.453,2008,5,"Abbotsford"
"2008-06-28","2008-06-30",32.4,29.9,4.633,2008,6,"Abbotsford"
"2008-08-14","2008-08-17",32.1,30.3,1.787,2008,8,"Abbotsford"
"2009-04-05","2009-04-07",19.2,21.6,2.56,2009,4,"Abbotsford"
"2009-06-01","2009-06-04",30.6,31.6,5.24,2009,6,"Abbotsford"
"2009-07-02","2009-07-05",28.6,28.9,2.065,2009,7,"Abbotsford"
"2009-07-27","2009-07-30",33.5,35.6,6.16,2009,7,"Abbotsford"
"2009-09-11","2009-09-13",29.7,27.5,2.397,2009,9,"Abbotsford"
"2010-02-17","2010-02-22",14,14.4,1.393,2010,2,"Abbotsford"
"2010-07-07","2010-07-09",33.7,31.8,5.227,2010,7,"Abbotsford"
"2010-08-13","2010-08-17",33.8,31.3,3.148,2010,8,"Abbotsford"
"2011-01-14","2011-01-16",12.3,12.5,0.9,2011,1,"Abbotsford"
"2011-09-06","2011-09-11",29.3,31.1,2.843,2011,9,"Abbotsford"
"2012-05-12","2012-05-14",25.5,27.1,2.833,2012,5,"Abbotsford"
"2012-08-15","2012-08-17",33.2,33.3,3.12,2012,8,"Abbotsford"
"2012-09-06","2012-09-08",29.4,30.7,2.99,2012,9,"Abbotsford"
"2013-03-29","2013-03-31",17,20.8,1.923,2013,3,"Abbotsford"
"2013-05-04","2013-05-06",26.9,28,5.627,2013,5,"Abbotsford"
"2013-06-29","2013-07-01",27.5,29.5,2.9,2013,6,"Abbotsford"
"2013-09-10","2013-09-12",28.7,27.9,3.26,2013,9,"Abbotsford"
"2014-04-29","2014-05-01",22.1,28.3,3.59,2014,4,"Abbotsford"
"2014-05-13","2014-05-15",24.5,27.3,2.267,2014,5,"Abbotsford"
"2014-07-11","2014-07-13",30,33,2.567,2014,7,"Abbotsford"
"2014-09-12","2014-09-15",27.1,30.7,1.717,2014,9,"Abbotsford"
"2014-11-26","2014-11-28",12.8,11.8,1.3,2014,11,"Abbotsford"
"2014-12-09","2014-12-12",17,13.2,4.072,2014,12,"Abbotsford"
"2015-01-23","2015-01-30",13,11,1.679,2015,1,"Abbotsford"
"2015-02-06","2015-02-08",15.4,13.9,2.163,2015,2,"Abbotsford"
"2015-02-16","2015-02-18",14.3,13.8,1.13,2015,2,"Abbotsford"
"2015-03-06","2015-03-10",15.2,16.9,1.13,2015,3,"Abbotsford"
"2015-06-06","2015-06-08",27.3,28.7,1.827,2015,6,"Abbotsford"
"2015-06-25","2015-07-05",29.5,36.3,4.196,2015,6,"Abbotsford"
"2015-07-29","2015-08-02",30.9,30.7,1.898,2015,7,"Abbotsford"
"2015-12-06","2015-12-09",12.3,11.6,1.597,2015,12,"Abbotsford"
"2016-02-08","2016-02-10",14.2,13.5,2.363,2016,2,"Abbotsford"
"2016-02-24","2016-02-26",14.2,14.8,0.993,2016,2,"Abbotsford"
"2016-03-29","2016-04-01",18.9,19.4,3.107,2016,3,"Abbotsford"
"2016-04-17","2016-04-21",24.5,20.6,6.536,2016,4,"Abbotsford"
"2016-06-04","2016-06-06",30.1,27.2,3.32,2016,6,"Abbotsford"
"2016-08-18","2016-08-20",34.5,31.1,4.33,2016,8,"Abbotsford"
